URL,Titre,Entreprise,Ville,Département,Contrat,Salaire,Secteur,Télétravail,Niveau,Expérience,Compétences,Nb_Competences
https://www.hellowork.com/fr-fr/emplois/62679984.html,Expert Sécurité Informatique Industrielle H/F,Terrena,Angers,49,CDI,47500.0,,True,5,4,"c, cybersécurité, informatique industrielle",4
https://www.hellowork.com/fr-fr/emplois/63459622.html,Ingénieur Informatique Front End H/F,Dachser France,Chanverrie,85,CDI,41160.07,,True,3,1,"api, haute disponibilité, javascript, tests unitaires, typescript, vue.js",8
https://www.hellowork.com/fr-fr/emplois/63808246.html,Stage - Ingénieur Développeur Integrateur H/F,Bassetti,Paris,75,Stage,41160.07,Secteur informatique • ESN,False,5,1,"angular, c, css, développement mobile, sql, windows",7
https://www.hellowork.com/fr-fr/emplois/64127394.html,Ingénieur Développeur Systèmes Embarqués c H/F,Viveris.,Grenoble,38,CDI,50000.0,Secteur informatique • ESN,True,5,7,"c, informatique industrielle, systèmes embarqués, validation",6
https://www.hellowork.com/fr-fr/emplois/61509408.html,Ingénieur Commercial Informatique H/F,GECCILOR,Norroy-le-Veneur,57,CDI,35500.0,Services aux Entreprises,False,5,7,erp,1
https://www.hellowork.com/fr-fr/emplois/62831292.html,Ingénieur Informatique Industrielle H/F,Assystem,Montigny-le-Bretonneux,78,CDI,42500.0,Secteur Energie • Environnement,True,5,7,"automate, informatique industrielle, oracle, réseau, réseaux, supervision, windows",8
https://www.hellowork.com/fr-fr/emplois/28491583.html,Expert Chromebook H/F,Espritek,Blagnac,31,CDD,61800.0,Secteur informatique • ESN,False,5,7,apple,1
https://www.hellowork.com/fr-fr/emplois/62723653.html,Architecte Cybersécurité Security & Privacy - Toulouse France H/F,Astek,Toulouse,31,CDI,21600.0,Secteur informatique • ESN,False,5,8,cybersécurité,1
https://www.hellowork.com/fr-fr/emplois/64174283.html,Ingenieur Informatique Systemes Industriels H/F,ARIAL INDUSTRIES,Lyon 3e,69,CDI,38000.0,Secteur informatique • ESN,False,5,1,"c, c#, fortinet, panorama, réseau, schneider, sql, teams, windev, windows",10
https://www.hellowork.com/fr-fr/emplois/64296268.html,Architecte Cybersécurité H/F,CNES,Toulouse,31,CDI,47500.0,Secteur informatique • ESN,True,5,1,cybersécurité,1
https://www.hellowork.com/fr-fr/emplois/64069597.html,Ingénieur Développeur Firmware Embarqué - Energies H/F,Viveris.,Grenoble,38,CDI,47500.0,Secteur informatique • ESN,True,5,7,"c, cybersécurité, java, jenkins, python",5
https://www.hellowork.com/fr-fr/emplois/64116847.html,Consultant Cyber et SSI H/F,Nextgen RH,Lorient,56,CDI,55000.0,Services aux Entreprises,False,5,7,"agile, ansible, cloud, cybersécurité, devops, docker, gitlab, kubernetes",8
https://www.hellowork.com/fr-fr/emplois/60192800.html,Ingénieur Informatique Industrielle H/F,Groupe Fauché,Laudun-l'Ardoise,30,CDI,35000.0,Secteur Energie • Environnement,False,5,1,"archestra, base de données, c, c#, informatique industrielle, intouch, panorama, panorama e², sql, virtualisation, wonderware",15
https://www.hellowork.com/fr-fr/emplois/60266233.html,Ingénieur Développeur Fullstack C#.Net - Angular Expérimenté H/F,ALTEN,Valbonne,6,CDI,21600.0,Secteur informatique • ESN,True,5,7,".net, angular, api, c, c#, tests unitaires",7
https://www.hellowork.com/fr-fr/emplois/57030627.html,Informaticien d'Etudes - Analyste Développeur - Equipe Cash Management H/F,EURO-INFORMATION DEVELOPPEMENTS,Fontenay-sous-Bois,94,CDI,44500.0,,True,5,1,"api, c, c#, java, mainframe, réseaux, sql",7
https://www.hellowork.com/fr-fr/emplois/63905693.html,Ingenieur Cybersecurite Nucleaire H/F,Eiffage Energie Systèmes,Mulhouse,68,CDI,41160.07,Secteur Energie • Environnement,False,5,1,"c, cybersécurité, informatique industrielle, réseaux",5
https://www.hellowork.com/fr-fr/emplois/63435401.html,Ingénieur Informatique Back End H/F,Dachser France,Chanverrie,85,CDI,41160.07,,True,3,1,"api, aws, base de données, cloud, contrôle de version, framework, haute disponibilité, java, microservices, sql",15
https://www.hellowork.com/fr-fr/emplois/62683569.html,Ingénieur Cybersécurité - Toulouse H/F,Avanista,Toulouse,31,CDI,21600.0,Secteur informatique • ESN,True,5,7,"c, ci, reporting",3
https://www.hellowork.com/fr-fr/emplois/63027340.html,Alternance - Automaticien - Informaticien H/F,Groupe ADP,Roissy-en-France,95,Alternance,13729.74,,True,2,0,"c, informatique industrielle",3
https://www.hellowork.com/fr-fr/emplois/62127852.html,Ingénieur Informatique et Asservissement H/F,PB Solutions,Orléans,45,CDI,47000.0,Services aux Entreprises,False,5,7,"architecture logicielle, c, c++, ihm, matlab, simulink",7
https://www.hellowork.com/fr-fr/emplois/63952469.html,Ingénieur Cybersécurité et Informatique Industrielle H/F,Orano,Pierrelatte,26,Alternance,13729.74,Secteur Energie • Environnement,False,5,1,"cybersécurité, gestion de projet, réseaux, réseaux industriels",7
https://www.hellowork.com/fr-fr/emplois/58107334.html,Ingénieur de Production Mainframe H/F,AS International,,,CDI,50000.0,Secteur informatique • ESN,True,5,7,"automatisation, db2, industrialisation, mainframe, opc, reporting, sharepoint",7
https://www.hellowork.com/fr-fr/emplois/54216780.html,Consultant Gouvernance H/F,Apixit,Saint-Priest,69,CDI,21600.0,Secteur informatique • ESN,False,5,1,"agile, c, cybersécurité",3
https://www.hellowork.com/fr-fr/emplois/63623460.html,Ingénieur Informatique Industrielle Système Embarqué H/F,Orano,Pierrelatte,26,Alternance,41160.07,Secteur Energie • Environnement,False,5,1,"c, c#, deltav, ia, informatique industrielle, intelligence artificielle, iot, maintenance préventive, pcvue, schneider, systèmes embarqués, unity pro, validation",18
https://www.hellowork.com/fr-fr/emplois/64270754.html,Alternant Ingénieur Cybersécurité H/F,CEA,Bagnols-sur-Cèze,30,Alternance,13729.74,,False,5,1,"cybersécurité, powershell, réseau",3
https://www.hellowork.com/fr-fr/emplois/61412835.html,Ingénieur en Gestion des Interfaces H/F,Assystem,Saint-Paul-lès-Durance,13,Stage,41160.07,Secteur Energie • Environnement,False,5,1,"c, validation",2
https://www.hellowork.com/fr-fr/emplois/59174067.html,Stage - Maitrise Statistique des Procédés H/F,Safran,Châtellerault,86,Stage,41160.07,,False,5,7,"automatisation, gestion de projet, réseau, vba",6
https://www.hellowork.com/fr-fr/emplois/64289780.html,Alternance- Cybersécurité H/F,Groupe Avem,Lyon 1er,69,Alternance,13729.74,,True,5,1,"cybersécurité, gestion des identités, réseaux",5
https://www.hellowork.com/fr-fr/emplois/62967697.html,Ingénieur - Ingénieure Informatique Industrielle H/F,EDF,Tours,37,CDI,42000.0,Secteur Energie • Environnement,False,5,1,informatique industrielle,2
https://www.hellowork.com/fr-fr/emplois/62567730.html,Ingénieur Cybersécurité Sénior H/F,engIT,Lyon,69,CDI,50000.0,Secteur informatique • ESN,True,5,7,"aws, cloud, cybersécurité",3
https://www.hellowork.com/fr-fr/emplois/63909211.html,Ingénieur en Cybersécurité H/F,Eviden,Aix-en-Provence,13,CDI,45000.0,Secteur informatique • ESN,True,5,1,"active directory, bash, c, c++, cybersécurité, docker, go, javascript, linux, python, systèmes embarqués, windows",14
https://www.hellowork.com/fr-fr/emplois/64235984.html,Ingénieur Informatique Embarquée H/F,VitiBot,Reims,51,CDI,47500.0,,False,5,7,"bash, c, c++, ci, git, linux, rtos, tests unitaires",9
https://www.hellowork.com/fr-fr/emplois/64032321.html,Ingénieur Cybersécurité H/F,Michael Page,Ivry-sur-Seine,94,CDI,57500.0,Services aux Entreprises,False,5,1,"cloud, cybersécurité",2
https://www.hellowork.com/fr-fr/emplois/59789268.html,Consultant Cybersécurité - Analyse de Risques H/F,Serma Ingénierie,Paris,75,CDI,60000.0,Secteur informatique • ESN,False,5,1,"cybersécurité, réseaux",2
https://www.hellowork.com/fr-fr/emplois/64170551.html,Ingénieur Développeur Full Stack H/F,Horoquartz,Saint-Herblain,44,CDI,40000.0,Secteur informatique • ESN,True,5,1,"c, css, framework, html, java, postgresql, sql",7
https://www.hellowork.com/fr-fr/emplois/64030569.html,Ingénieur Informatique Industrielle et Automatisme H/F,Automatique et Industrie,Grenoble,38,CDI,47500.0,Secteur informatique • ESN,True,5,1,"excel, informatique industrielle, supervision, teams, validation",6
https://www.hellowork.com/fr-fr/emplois/60347955.html,Pentester Manager H/F,KPMG,Courbevoie,92,CDI,60000.0,Secteur informatique • ESN,True,5,1,"cybersécurité, gestion des incidents, ia, réseau",6
https://www.hellowork.com/fr-fr/emplois/63017800.html,Ingénieur de Production Informatique H/F,néosoft,Toulouse,31,CDI,47500.0,Secteur informatique • ESN,True,5,1,"administration système, automatisation, cloud, linux, oracle, powershell, python, shell, supervision, validation, windows",12
https://www.hellowork.com/fr-fr/emplois/61608303.html,Pentester Web & Infra H/F,BPCE Infogérance & Technologies,Paris,75,CDI,60000.0,,True,5,,"agile, framework, javascript, python, validation",5
https://www.hellowork.com/fr-fr/emplois/42057452.html,Stagiaire de Fin d'Études - Consultant Cybersécurité - Nantes - 2025 H/F,Forvis Mazars,Saint-Herblain,44,Stage,41160.07,Secteur informatique • ESN,False,5,1,cybersécurité,1
https://www.hellowork.com/fr-fr/emplois/64270418.html,Alternance 2025 - Informaticien IA Générative pour la Formation - Saclay H/F,CEA,Gif-sur-Yvette,91,Alternance,13729.74,,False,3,0,"api, devops, framework, ia, javascript, python",6
https://www.hellowork.com/fr-fr/emplois/63556652.html,Responsable de Projets Informatiques H/F,Mikit France,Rueil-Malmaison,92,CDI,59500.0,,False,5,7,"réseaux, supervision, support utilisateur",4
https://www.hellowork.com/fr-fr/emplois/63594809.html,Ingénieur Développeur Siebel - Assurances H/F,Viveris.,Montpellier,34,CDI,45000.0,Secteur informatique • ESN,True,5,1,"java, sql",2
https://www.hellowork.com/fr-fr/emplois/64073974.html,Chargé de Gouvernance de Données H/F,Thélem assurances,Chécy,45,CDD,21600.0,,False,5,,"automatisation, excel, gestion des incidents, reporting, réseau, sql, vba",9
https://www.hellowork.com/fr-fr/emplois/64246378.html,Ingénieur Technique Cybersécurité H/F,Eviden,Lyon,69,CDI,63500.0,Secteur informatique • ESN,True,3,1,"active directory, cloud, cybersécurité, windows",5
https://www.hellowork.com/fr-fr/emplois/33257421.html,Informaticien d'Études - Analyste Flux Experimenté H/F,EURO-INFORMATION DEVELOPPEMENTS,Fontenay-sous-Bois,94,CDI,42500.0,,True,5,1,"cobol, db2, gestion de projet, mainframe",6
https://www.hellowork.com/fr-fr/emplois/64030001.html,Ingénieur Automatisme et Informatique Industriel H/F,Sofitex Experts,Lingolsheim,67,CDI,48500.0,,False,5,7,"c, cybersécurité, informatique industrielle, iot, pcs7, rest, scada, siemens, wincc, wonderware",11
https://www.hellowork.com/fr-fr/emplois/64282857.html,Architecte Cybersécurité H/F,Monaco cyber sécurité,Aix-en-Provence,13,CDI,21600.0,Services aux Entreprises,True,5,1,"cybersécurité, réseau",2
https://www.hellowork.com/fr-fr/emplois/48906501.html,Reconversion Ingénieur Informatique & CDI - Lyon H/F,SARDEL Conseil,Lyon,69,CDI,29000.0,Secteur informatique • ESN,True,5,1,"agile, supervision",2
https://www.hellowork.com/fr-fr/emplois/59537156.html,Ingenieur Informatique Industrielle - Vision Industrielle H/F,ESSENTIEL' G RH,Mulhouse,68,CDI,40200.0,,False,5,7,"automatisation, c, c++, informatique industrielle, java",6
https://www.hellowork.com/fr-fr/emplois/64248859.html,Ingénieur d'Affaires IT H/F,Soquid,Poitiers,86,CDI,52500.0,Secteur informatique • ESN,False,3,1,"reporting, réseaux, stockage, virtualisation",4
https://www.hellowork.com/fr-fr/emplois/63903714.html,Stage Ingénieur en Informatique Industrielle H/F,Eiffage Energie Systèmes,Mulhouse,68,Stage,41160.07,Secteur Energie • Environnement,False,5,1,"angular, base de données, c, c#, informatique industrielle, java, oracle, postgresql, react, validation",13
https://www.hellowork.com/fr-fr/emplois/62813888.html,Alternance - Ingénieur Développement Informatique H/F,RTE,Marseille 15e,13,Alternance,13729.74,Secteur Energie • Environnement,True,5,1,"angular, c, c++, django, excel, gitlab, python, reporting, réseau, vba, word",11
https://www.hellowork.com/fr-fr/emplois/59205638.html,Stagiaire de Fin d'Études - Alternant - Consultant Cybersécurité - Martinique - Janvier 2025 H/F,Forvis Mazars,Le Lamentin,972,Stage,41160.07,Secteur informatique • ESN,False,5,7,"cloud, cybersécurité, gestion de projet",5
https://www.hellowork.com/fr-fr/emplois/64170091.html,Ingénieur Informatique Embarque Spatial H/F,SOPHIA ENGINEERING,Valbonne,6,CDI,21600.0,Secteur informatique • ESN,False,5,1,"c, canbus, microcontrôleurs arm, systèmes embarqués, uart",7
https://www.hellowork.com/fr-fr/emplois/60364758.html,Ingénieur Développeur C++ Embarqué H/F,Apside,Toulouse,31,CDI,37000.0,Secteur informatique • ESN,False,5,1,"c, c++",2
https://www.hellowork.com/fr-fr/emplois/60513909.html,Ingénieur·e Validation des Systèmes Informatiques H/F,NBtech,Vitry-sur-Seine,94,CDI,55000.0,Services aux Entreprises,True,5,1,"analyse fonctionnelle, deltav, siemens, supervision, validation",6
https://www.hellowork.com/fr-fr/emplois/64176554.html,Consultant Grc Cybersécurité H/F,Lutessa,Paris 2e,75,CDI,52500.0,Secteur informatique • ESN,True,5,1,"cybersécurité, gestion des identités, vpn",5
https://www.hellowork.com/fr-fr/emplois/62307022.html,Ingénieur Développeur Spécialiste en Optimisation & Parallélisation de Codes de Calcul - Nucléaire - Grenoble H/F,CS Group,Fontaine,38,CDI,47500.0,Secteur informatique • ESN,False,5,7,"c, c++, modélisation, python",4
https://www.hellowork.com/fr-fr/emplois/62922186.html,Specialist - Ingénieur Cybersécurité - Secteur Aérospatial H/F,ALTEN,Toulouse,31,CDI,21600.0,Secteur informatique • ESN,False,5,7,"ansible, automatisation, cybersécurité, hardening, python",5
https://www.hellowork.com/fr-fr/emplois/63762207.html,Reconversion Informatique - Ingénieure - Ingénieur Infrastructure - Cherbourg H/F,Capgemini,Cherbourg-en-Cotentin,50,CDI,41160.07,Secteur informatique • ESN,False,5,1,"ansible, aws, cloud, devops, docker, intégration continue, kubernetes, linux, réseaux, virtualisation, windows",12
https://www.hellowork.com/fr-fr/emplois/60996934.html,Ingenieur Developpeur Logiciel c Sous Linux - Radar H/F,BOWEN,Les Ulis,91,CDI,47500.0,,False,5,7,"bash, c, ihm, linux, réseau, tests unitaires, traitement du signal, validation",11
https://www.hellowork.com/fr-fr/emplois/64126737.html,Ingénieur Développeur Logiciel C++ - Qt H/F,Viveris.,Grenoble,38,CDI,47500.0,Secteur informatique • ESN,True,5,7,"c, c++, informatique industrielle, systèmes embarqués, validation, visual studio, windows",10
https://www.hellowork.com/fr-fr/emplois/63287626.html,Ingénieur Développeur Logiciel Ada - Secteur Automobile - Paris France H/F,Astek,Paris,75,CDI,41160.07,Secteur informatique • ESN,False,5,1,"c, c++, tests unitaires, word",5
https://www.hellowork.com/fr-fr/emplois/62457091.html,Ingénieur en Vision Informatique et Industrielle H/F,Team Solutions Plus,Maîche,25,CDI,41160.07,,False,5,1,informatique industrielle,2
https://www.hellowork.com/fr-fr/emplois/61060387.html,Ingénieur Système et Informatique Industrielle H/F,Sofitex Experts,Marseille,13,CDI,41500.0,,False,5,7,"c, c++, informatique industrielle, visual studio, windows",7
https://www.hellowork.com/fr-fr/emplois/63764241.html,Ingénieur Développeur Web React H/F,Orange Business,Aix-en-Provence,13,CDI,44000.0,Secteur informatique • ESN,True,5,1,"gestion de projet, git, ihm, java, javascript, postgresql, react, scrum, typescript",11
https://www.hellowork.com/fr-fr/emplois/48034029.html,Ingénieur Développeur C++ - Toulouse France H/F,Astek,Toulouse,31,CDI,37000.0,Secteur informatique • ESN,False,5,1,"agile, c, c++",3
https://www.hellowork.com/fr-fr/emplois/63584899.html,Ingénieur Sécurité Informatique H/F,Nextgen RH,Paris,75,CDI,50000.0,Secteur informatique • ESN,False,5,1,"administration système, api, bash, docker, javascript, linux, powershell, python, sécurité informatique, windows",12
https://www.hellowork.com/fr-fr/emplois/59608387.html,Ingénieur Commercial Infrastructures Informatiques H/F,Groupe Adinfo,Vertou,44,CDI,47000.0,Secteur informatique • ESN,True,5,7,"cloud, office 365, réseau, réseaux",5
https://www.hellowork.com/fr-fr/emplois/64298863.html,Ingenieur Informatique Industrielle et Automatisme H/F,Partnaire,La Chaussée-Saint-Victor,41,CDI,42500.0,Services aux Entreprises,False,5,1,"informatique industrielle, supervision",3
https://www.hellowork.com/fr-fr/emplois/63902848.html,Ingenieur Informatique Supervision & Reseaux H/F,Eiffage Energie Systèmes,Kourou,973,CDI,21600.0,Secteur Energie • Environnement,False,5,1,"c, c#, cybersécurité, informatique industrielle, java, linux, maintenance préventive, microsoft sql server, panorama, réseaux, sql, supervision, windows",17
https://www.hellowork.com/fr-fr/emplois/61973235.html,Alternant Ingenieur - Licence Automatisme Informatique Industriel H/F,Brioche Pasquier,Les Cerqueux,49,Alternance,41160.07,,True,3,1,".net, automatisation, scada, schneider",4
https://www.hellowork.com/fr-fr/emplois/63146821.html,Responsable Projet Informatique H/F,LEA,Ganges,34,CDI,45000.0,Secteur informatique • ESN,False,5,1,"bi, gestion de projets it, sql, validation, visual studio, windev",10
https://www.hellowork.com/fr-fr/emplois/47339446.html,Ingénieur en Sécurité Informatique - Antibes France H/F,Astek,Antibes,6,CDI,21600.0,Secteur informatique • ESN,False,5,1,"c, fortinet, réseaux, scrum, sécurité informatique, vmware, vpn",8
https://www.hellowork.com/fr-fr/emplois/64110267.html,Ingénieur Développeur Full Stack Java - Javascript H/F,SQLI,Pessac,33,CDI,21600.0,Secteur informatique • ESN,False,5,7,"angular, aws, ci, cloud, devops, docker, développement back-end, gitlab, java, jenkins, react, rest",13
https://www.hellowork.com/fr-fr/emplois/62902078.html,Stage Ingénieur en Informatique Industrielle - Annecy H/F,Hydrostadium,Annecy,74,Stage,41160.07,Secteur Energie • Environnement,False,5,1,réseau,1
https://www.hellowork.com/fr-fr/emplois/64174258.html,Railway - Alternant Ingénieur Développeur Logiciel Ada H/F,ALTEN,Paris,75,Alternance,13729.74,Secteur informatique • ESN,False,5,1,"c, c++, git, linux, supervision",5
https://www.hellowork.com/fr-fr/emplois/62688428.html,Ingénieur Sécurité des Systèmes Informatique Groupe H/F,Skeelz,Guyancourt,78,CDI,65000.0,Services aux Entreprises,True,5,1,"active directory, c, cybersécurité, réseau, réseaux, sql, sécurité informatique, vpn, windows",11
https://www.hellowork.com/fr-fr/emplois/63322248.html,Ingénieur de Production Informatique H/F,Consort Group,Nancy,54,CDI,37000.0,Secteur informatique • ESN,True,3,1,"automatisation, aws, cd, ci, ci/cd, cloud, devops, industrialisation, jenkins, powershell, python, supervision",12
https://www.hellowork.com/fr-fr/emplois/55260431.html,Gestionnaire d'Habilitations Informatique H/F,AS International,Nanterre,92,CDI,32500.0,Secteur informatique • ESN,False,2,1,méthodes agiles,2
https://www.hellowork.com/fr-fr/emplois/64269543.html,Ingénieur Cyber - Reverse Engineering H/F,Nextgen RH,Marseille,13,CDI,55000.0,,False,5,1,"c, cybersécurité, linux, systèmes embarqués, windows",6
https://www.hellowork.com/fr-fr/emplois/51415527.html,Ingénieur Cybersécurité Soc-Ot H/F,Davidson Consulting,Boulogne-Billancourt,92,CDI,60000.0,Secteur informatique • ESN,True,5,7,"cybersécurité, dcs, gestion des incidents, scada, sécurité informatique",8
https://www.hellowork.com/fr-fr/emplois/48415994.html,Ingénieur de Production Informatique H/F,HN Services,Charenton-le-Pont,94,CDI,47500.0,Secteur informatique • ESN,False,5,1,"gestion des incidents, kubernetes, linux, sql, windows",7
https://www.hellowork.com/fr-fr/emplois/64154398.html,Soc Officer H/F,Colas,Vélizy-Villacoublay,78,CDI,60000.0,,False,5,7,"c, cybersécurité, réseau, sécurité informatique",5
https://www.hellowork.com/fr-fr/emplois/61671594.html,Alternant Ingénieur en Informatique et Sécurité des Systèmes Industriels Marseille H/F,SPIE Nucléaire,Marseille,13,Alternance,13729.74,Secteur Energie • Environnement,False,,7,"c, c#, informatique industrielle, réseau, sécurité informatique",7
https://www.hellowork.com/fr-fr/emplois/49455591.html,Ingénieur Informatique Industrielle H/F,SOLUXAN,Chambéry,73,CDI,47500.0,Secteur informatique • ESN,False,5,7,"base de données, c, html, informatique industrielle, javascript, mes, modbus, opc, python, réseaux, scada, siemens, sql, validation, wincc",18
https://www.hellowork.com/fr-fr/emplois/37672336.html,Informaticien d'Exploitation - Pupitre H/F,EURO-INFORMATION PRODUCTION,Fontenay-sous-Bois,94,CDI,30000.0,,True,5,1,"cd, jcl, mainframe, opc, tso, windows",6
https://www.hellowork.com/fr-fr/emplois/46385465.html,Ingénieur Automatisme - Informatique Industrielle H/F,GERARD PERRIER INDUSTRIE,Marseille,13,CDI,45000.0,,False,5,1,"c, c++, documentation technique, gestion de bases de données, ihm, informatique industrielle, java, linux, mysql, opc, oracle, panorama, pcvue, python, rédaction de documentation technique, réseaux, scada, supervision, supervision scada, validation, windows, xml",32
https://www.hellowork.com/fr-fr/emplois/62389347.html,Expert Développeur - Experte Développeuse Philanthropie H/F,BANQUE TRANSATLANTIQUE,Paris 8e,75,CDI,60000.0,,True,5,4,"gestion de projet, reporting",4
https://www.hellowork.com/fr-fr/emplois/62995118.html,Consultant Cybersécurité Confirmé - Industrie - Aix en Provence H/F,CS Group,Aix-en-Provence,13,CDI,21600.0,Secteur informatique • ESN,False,5,7,"active directory, cybersécurité, linux, modbus, opc, opc ua, redhat, supervision, systèmes embarqués, windows",13
https://www.hellowork.com/fr-fr/emplois/64036265.html,Ingénieur Développeur Web Full Stack .Net Core Angular H/F,Celad,Aix-en-Provence,13,CDI,39500.0,Secteur informatique • ESN,True,5,1,".net, angular, api, c, c#, développement mobile, framework, javascript, modélisation, rest, sql, typescript, windows",14
https://www.hellowork.com/fr-fr/emplois/64171837.html,Ingenieur - Enseignant Developpeur Informatique H/F,Anvergure Intérim,Villeurbanne,69,CDI,40000.0,Services aux Entreprises,False,5,1,"administration systèmes, agile, bi, c, c++, python, réseaux, sql",9
https://www.hellowork.com/fr-fr/emplois/64004677.html,Ingénieur Exploitation Informatique H/F,Michael Page,Paris 13e,75,CDI,65000.0,Services aux Entreprises,False,5,1,"gestion des incidents, monitoring, reporting, supervision",6
https://www.hellowork.com/fr-fr/emplois/63849301.html,Ingénieur R H/F,Rethic,Saint-Étienne,42,CDI,52500.0,Services aux Entreprises,True,5,7,"c, documentation technique, linux, reporting",5
https://www.hellowork.com/fr-fr/emplois/62562376.html,Alternance - Ingénieur Informatique Industrielle - Outils de Traitement 3D H/F,Framatome,Cadarache,13,Alternance,13729.74,Secteur Energie • Environnement,False,5,1,"c, c#, c++, informatique industrielle, visualisation, windows",7
https://www.hellowork.com/fr-fr/emplois/60340311.html,Consultant Cybersécurité - Grc H/F,Inetum,Orléans,45,CDI,21600.0,Secteur informatique • ESN,False,5,7,cybersécurité,1
https://www.hellowork.com/fr-fr/emplois/64259999.html,Ingénieur Informatique Industrielle H/F,Hays,Angers,49,CDI,41500.0,Secteur informatique • ESN,False,5,1,"api, deltav, emerson, ihm, informatique industrielle, intouch, pcs7, pl7 pro, réseaux, schneider, siemens, sql, supervision, tia portal, unity pro, validation, wonderware",21
https://www.hellowork.com/fr-fr/emplois/63710808.html,Ingénieur Cybersécurité H/F,Expleo,Lyon,69,CDI,42000.0,Secteur informatique • ESN,True,5,1,"cybersécurité, fortinet, mdm, réseau, réseaux, validation, vpn",7
